.rownames	city	confirmed	elementary_school_count	kindergarten_count	university_count	academy_ratio	elderly_population_ratio	elderly_alone_ratio	nursing_home_count	class	.fittedPC1	.fittedPC2	.fittedPC3	.fittedPC4	.fittedPC5	.fittedPC6	.fittedPC7
126	Seo-gu	31	11	9	0	1.02	24.36	12.3	235	4. High	1.5022203379823942	0.5725499109587306	-0.11377386947366247	0.1861357162520534	-0.17057313756918818	-0.0570747125348434	0.033799052867377534
127	Seo-gu	31	17	23	0	0.83	21.29	10.1	374	4. High	0.8952621509619413	0.4992628137461431	0.060116408454549214	0.7711250930095174	-0.25084041904798415	-0.018618698205635862	0.02799794193582699
128	Seo-gu	31	30	55	0	2.5	13.52	6.1	676	4. High	-1.5957833006526698	1.4621710951738032	-1.3779997825540689	-0.2054701431436639	0.6018545038278145	0.16162903059230477	0.07874747739838302
129	Seo-gu	31	44	80	0	1.4	10.02	3.9	670	4. High	-1.8849594101199032	0.6235468347959906	-0.3360369996932413	1.4861354692667685	0.6003784815028359	0.12218677390386495	-0.02132726780415964
130	Seo-gu	31	39	78	3	1.81	12.05	4.9	1123	4. High	-2.7706892346611642	0.1727601518517109	-0.21360785482959305	0.05255651631559222	-0.5671484913096002	0.3336326522722604	-0.023829687167040564
131	Seocho-gu	30	24	27	1	2.6	13.39	3.8	1465	4. High	-2.249653524126194	1.8673517628115475	-1.6648563595185966	-0.5371675093248691	-1.309532442274322	-0.21082381104512354	0.05877631153093618
132	Seodaemun-gu	18	19	25	6	1.12	16.77	6.2	587	3. Moderate	-1.0835671880031899	0.01800789578039463	1.9436981013237569	-1.1311574998655904	-1.2043087661264948	-0.004420680217687535	0.002415342755900631
133	Seongbuk-gu	18	29	49	6	1.02	16.15	6	729	3. Moderate	-1.6931795903090319	-0.511420366714104	1.8023388632098993	-0.6752352686572801	-1.1128696812949204	0.11921169343295107	0.021927930854480818
134	Seongdong-gu	8	21	30	2	0.97	14.76	5.3	593	3. Moderate	-0.5432555891168873	0.7550256750504125	0.8179288189240859	0.4938395283441974	-0.6480656185464184	-0.04292101549353866	-0.00874947516382317
135	Seongju-gun	22	12	15	0	0.59	30.89	15.9	84	4. High	2.340468283899006	-0.386035344865967	-0.015117096556365728	0.33760164773720647	-0.10526270474304755	0.03837421383655691	0.18460973481445678
