date	test	negative	confirmed	deceased	age	confirmed_time_age	deceased_time_age	sex	confirmed_time_gender	deceased_time_gender	coronavirus
2020-02-03	490	414	15	0	NA	NA	NA	NA	NA	NA	50.1994
2020-02-03	490	414	15	0	NA	NA	NA	NA	NA	NA	50.1994
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-04	607	462	16	0	NA	NA	NA	NA	NA	NA	37.28806
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-05	714	522	18	0	NA	NA	NA	NA	NA	NA	35.23094
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-06	885	693	23	0	NA	NA	NA	NA	NA	NA	39.3959
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-07	1352	1001	24	0	NA	NA	NA	NA	NA	NA	31.71404
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-08	2097	1134	24	0	NA	NA	NA	NA	NA	NA	40.46614
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
2020-02-09	2598	1683	27	0	NA	NA	NA	NA	NA	NA	36.07691
